region_1,region_2,technology_1,technology_2,parameter,value
HR,HR,pumpedHydro,,capaStSizeResi,11.5
IE,IE,pumpedHydro,,capaStSizeResi,2.21
IT,IT,pumpedHydro,,capaStSizeResi,197.47
LT,LT,pumpedHydro,,capaStSizeResi,5.62
LU,LU,pumpedHydro,,capaStSizeResi,6.55
LV,LV,pumpedHydro,,capaStSizeResi,8.09
NO,NO,pumpedHydro,,capaStSizeResi,3581.69
PL,PL,pumpedHydro,,capaStSizeResi,7.06
PT,PT,pumpedHydro,,capaStSizeResi,42.33
RO,RO,pumpedHydro,,capaStSizeResi,16.54
SE,SE,pumpedHydro,,capaStSizeResi,1618.4
SI,SI,pumpedHydro,,capaStSizeResi,3
SK,SK,pumpedHydro,,capaStSizeResi,11.46
TR,TR,pumpedHydro,,capaStSizeResi,133.12
UK,UK,pumpedHydro,,capaStSizeResi,7.76
AT,AT,pumpedHydro,,capaStInResi,5.65
BE,BE,pumpedHydro,,capaStInResi,1.14
BG,BG,pumpedHydro,,capaStInResi,0.93
CH,CH,pumpedHydro,,capaStInResi,4.1
CZ,CZ,pumpedHydro,,capaStInResi,1
ES,ES,pumpedHydro,,capaStInResi,8.27
FR,FR,pumpedHydro,,capaStInResi,5.5
GR,GR,pumpedHydro,,capaStInResi,1.28
HR,HR,pumpedHydro,,capaStInResi,0.3
IE,IE,pumpedHydro,,capaStInResi,0.44
IT,IT,pumpedHydro,,capaStInResi,5.73
LT,LT,pumpedHydro,,capaStInResi,0.95
LU,LU,pumpedHydro,,capaStInResi,1.02
NO,NO,pumpedHydro,,capaStInResi,1.11
PL,PL,pumpedHydro,,capaStInResi,1.48
PT,PT,pumpedHydro,,capaStInResi,4.11
SI,SI,pumpedHydro,,capaStInResi,0.61
SK,SK,pumpedHydro,,capaStInResi,1.48
AT,AT,ror,,capaConvResi,6.01
BE,BE,ror,,capaConvResi,0.09
BG,BG,ror,,capaConvResi,2.27
CH,CH,ror,,capaConvResi,3.85
CZ,CZ,ror,,capaConvResi,0.22
ES,ES,ror,,capaConvResi,13.63
FI,FI,ror,,capaConvResi,2.6
FR,FR,ror,,capaConvResi,10.33
GR,GR,ror,,capaConvResi,0.23
HR,HR,ror,,capaConvResi,1.84
HU,HU,ror,,capaConvResi,0.05
IE,IE,ror,,capaConvResi,0.14
IT,IT,ror,,capaConvResi,7.37
LT,LT,ror,,capaConvResi,0.13
LU,LU,ror,,capaConvResi,0.04
LV,LV,ror,,capaConvResi,1.54
NL,NL,ror,,capaConvResi,0.04
NO,NO,ror,,capaConvResi,6.3
NONEU_Balkan,NONEU_Balkan,ror,,capaConvResi,3.62
PL,PL,ror,,capaConvResi,0.85
PT,PT,ror,,capaConvResi,6.55
RO,RO,ror,,capaConvResi,6.25
SE,SE,ror,,capaConvResi,11.22
SI,SI,ror,,capaConvResi,1.02
SK,SK,ror,,capaConvResi,1.55
TR,TR,ror,,capaConvResi,6.8
UK,UK,ror,,capaConvResi,0.94
AT,AT,gasStorage,,capaStOutResi,5.11
BE,BE,gasStorage,,capaStOutResi,7.06
BG,BG,gasStorage,,capaStOutResi,6.26
CZ,CZ,gasStorage,,capaStOutResi,13.8
DK,DK,gasStorage,,capaStOutResi,5.95
ES,ES,gasStorage,,capaStOutResi,17.87
FR,FR,gasStorage,,capaStOutResi,105.65
GR,GR,gasStorage,,capaStOutResi,1.83
HR,HR,gasStorage,,capaStOutResi,3.36
HU,HU,gasStorage,,capaStOutResi,16.04
IT,IT,gasStorage,,capaStOutResi,54.27
LV,LV,gasStorage,,capaStOutResi,5.49
NL,NL,gasStorage,,capaStOutResi,48.04
PL,PL,gasStorage,,capaStOutResi,28.3
PT,PT,gasStorage,,capaStOutResi,3.56
RO,RO,gasStorage,,capaStOutResi,14.07
SE,SE,gasStorage,,capaStOutResi,0.47
SK,SK,gasStorage,,capaStOutResi,6.22
TR,TR,gasStorage,,capaStOutResi,37.99
UK,UK,gasStorage,,capaStOutResi,66.78
AT,AT,gasStorage,,capaStSizeResi,19063.33
BE,BE,gasStorage,,capaStSizeResi,9001.29
BG,BG,gasStorage,,capaStSizeResi,17689.99
CZ,CZ,gasStorage,,capaStSizeResi,27638.72
DK,DK,gasStorage,,capaStSizeResi,10346.99
ES,ES,gasStorage,,capaStSizeResi,45881.75
FR,FR,gasStorage,,capaStSizeResi,137212.39
GR,GR,gasStorage,,capaStSizeResi,3860.49
HR,HR,gasStorage,,capaStSizeResi,6414.89
HU,HU,gasStorage,,capaStSizeResi,51159.73
IT,IT,gasStorage,,capaStSizeResi,168276.87
LV,LV,gasStorage,,capaStSizeResi,3195.42
NL,NL,gasStorage,,capaStSizeResi,130783.89
PL,PL,gasStorage,,capaStSizeResi,30671.32
PT,PT,gasStorage,,capaStSizeResi,3569.99
RO,RO,gasStorage,,capaStSizeResi,35100.28
SE,SE,gasStorage,,capaStSizeResi,96.99
SK,SK,gasStorage,,capaStSizeResi,14858.61
TR,TR,gasStorage,,capaStSizeResi,14448.58
UK,UK,gasStorage,,capaStSizeResi,60376.99
AT,AT,gasStorage,,capaStInResi,4.83
BE,BE,gasStorage,,capaStInResi,3.67
BG,BG,gasStorage,,capaStInResi,5.22
CZ,CZ,gasStorage,,capaStInResi,7.99
DK,DK,gasStorage,,capaStInResi,3.85
ES,ES,gasStorage,,capaStInResi,10.52
FR,FR,gasStorage,,capaStInResi,50.35
GR,GR,gasStorage,,capaStInResi,2.29
HR,HR,gasStorage,,capaStInResi,2.51
HU,HU,gasStorage,,capaStInResi,15.78
IT,IT,gasStorage,,capaStInResi,47.96
LV,LV,gasStorage,,capaStInResi,2.12
NL,NL,gasStorage,,capaStInResi,33.47
PL,PL,gasStorage,,capaStInResi,14.4
PT,PT,gasStorage,,capaStInResi,1.34
RO,RO,gasStorage,,capaStInResi,12.86
SE,SE,gasStorage,,capaStInResi,0.17
SK,SK,gasStorage,,capaStInResi,3.68
TR,TR,gasStorage,,capaStInResi,15.06
UK,UK,gasStorage,,capaStInResi,37.61
AT,AT,electrolysis,,capaConvResi,12.5
BE,BE,electrolysis,,capaConvResi,21.98
BG,BG,electrolysis,,capaConvResi,19.34
CH,CH,electrolysis,,capaConvResi,39.96
CZ,CZ,electrolysis,,capaConvResi,15.9
DK,DK,electrolysis,,capaConvResi,1.85
EE,EE,electrolysis,,capaConvResi,0.86
ES,ES,electrolysis,,capaConvResi,65
FI,FI,electrolysis,,capaConvResi,1.85
FR,FR,electrolysis,,capaConvResi,109.08
GR,GR,electrolysis,,capaConvResi,8.6
HR,HR,electrolysis,,capaConvResi,16.66
HU,HU,electrolysis,,capaConvResi,30.82
IE,IE,electrolysis,,capaConvResi,10.78
IT,IT,electrolysis,,capaConvResi,139.07
LT,LT,electrolysis,,capaConvResi,0.4
LU,LU,electrolysis,,capaConvResi,0.24
LV,LV,electrolysis,,capaConvResi,2.6
NL,NL,electrolysis,,capaConvResi,37.1
NO,NO,electrolysis,,capaConvResi,9.89
NONEU_Balkan,NONEU_Balkan,electrolysis,,capaConvResi,27.11
PL,PL,electrolysis,,capaConvResi,43.53
PT,PT,electrolysis,,capaConvResi,9.97
RO,RO,electrolysis,,capaConvResi,42.78
SE,SE,electrolysis,,capaConvResi,1.03
SI,SI,electrolysis,,capaConvResi,1.15
SK,SK,electrolysis,,capaConvResi,9.92
TR,TR,electrolysis,,capaConvResi,24.05
UK,UK,electrolysis,,capaConvResi,127.77
AT,AT,wind_offshore,offshore_a,capaConvResi,0
BE,BE,wind_offshore,offshore_a,capaConvResi,2.53
BG,BG,wind_offshore,offshore_a,capaConvResi,0
CH,CH,wind_offshore,offshore_a,capaConvResi,0
CZ,CZ,wind_offshore,offshore_a,capaConvResi,0
DK,DK,wind_offshore,offshore_a,capaConvResi,3.36
EE,EE,wind_offshore,offshore_a,capaConvResi,0.38
ES,ES,wind_offshore,offshore_a,capaConvResi,0
FI,FI,wind_offshore,offshore_a,capaConvResi,0.47
FR,FR,wind_offshore,offshore_a,capaConvResi,3.8
GR,GR,wind_offshore,offshore_a,capaConvResi,0
HR,HR,wind_offshore,offshore_a,capaConvResi,0
HU,HU,wind_offshore,offshore_a,capaConvResi,0
IE,IE,wind_offshore,offshore_a,capaConvResi,2.21
IT,IT,wind_offshore,offshore_a,capaConvResi,0.57
LT,LT,wind_offshore,offshore_a,capaConvResi,0.19
LU,LU,wind_offshore,offshore_a,capaConvResi,0
LV,LV,wind_offshore,offshore_a,capaConvResi,0.31
NL,NL,wind_offshore,offshore_a,capaConvResi,11.41
NO,NO,wind_offshore,offshore_a,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,wind_offshore,offshore_a,capaConvResi,0
PL,PL,wind_offshore,offshore_a,capaConvResi,3.17
PT,PT,wind_offshore,offshore_a,capaConvResi,0
RO,RO,wind_offshore,offshore_a,capaConvResi,0
SE,SE,wind_offshore,offshore_a,capaConvResi,1.39
SI,SI,wind_offshore,offshore_a,capaConvResi,0
SK,SK,wind_offshore,offshore_a,capaConvResi,0
TR,TR,wind_offshore,offshore_a,capaConvResi,0
UK,UK,wind_offshore,offshore_a,capaConvResi,25.36
AT,AT,wind_offshore,offshore_b,capaConvResi,0
BE,BE,wind_offshore,offshore_b,capaConvResi,0
BG,BG,wind_offshore,offshore_b,capaConvResi,0
CH,CH,wind_offshore,offshore_b,capaConvResi,0
CZ,CZ,wind_offshore,offshore_b,capaConvResi,0
DK,DK,wind_offshore,offshore_b,capaConvResi,0
EE,EE,wind_offshore,offshore_b,capaConvResi,0
ES,ES,wind_offshore,offshore_b,capaConvResi,0
FI,FI,wind_offshore,offshore_b,capaConvResi,0
FR,FR,wind_offshore,offshore_b,capaConvResi,0
GR,GR,wind_offshore,offshore_b,capaConvResi,0
HR,HR,wind_offshore,offshore_b,capaConvResi,0
HU,HU,wind_offshore,offshore_b,capaConvResi,0
IE,IE,wind_offshore,offshore_b,capaConvResi,0
IT,IT,wind_offshore,offshore_b,capaConvResi,0
LT,LT,wind_offshore,offshore_b,capaConvResi,0
LU,LU,wind_offshore,offshore_b,capaConvResi,0
LV,LV,wind_offshore,offshore_b,capaConvResi,0
NL,NL,wind_offshore,offshore_b,capaConvResi,0
NO,NO,wind_offshore,offshore_b,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,wind_offshore,offshore_b,capaConvResi,0
PL,PL,wind_offshore,offshore_b,capaConvResi,0
PT,PT,wind_offshore,offshore_b,capaConvResi,0
RO,RO,wind_offshore,offshore_b,capaConvResi,0
SE,SE,wind_offshore,offshore_b,capaConvResi,0
SI,SI,wind_offshore,offshore_b,capaConvResi,0
SK,SK,wind_offshore,offshore_b,capaConvResi,0
TR,TR,wind_offshore,offshore_b,capaConvResi,0
UK,UK,wind_offshore,offshore_b,capaConvResi,0
AT,AT,rooftop,rooftop_c,capaConvResi,2.54
BE,BE,rooftop,rooftop_c,capaConvResi,2.88
BG,BG,rooftop,rooftop_c,capaConvResi,17.16
CH,CH,rooftop,rooftop_c,capaConvResi,0
CZ,CZ,rooftop,rooftop_c,capaConvResi,15.62
DK,DK,rooftop,rooftop_c,capaConvResi,3.34
EE,EE,rooftop,rooftop_c,capaConvResi,1.76
ES,ES,rooftop,rooftop_c,capaConvResi,79.34
FI,FI,rooftop,rooftop_c,capaConvResi,0.26
FR,FR,rooftop,rooftop_c,capaConvResi,21.62
GR,GR,rooftop,rooftop_c,capaConvResi,4.63
HR,HR,rooftop,rooftop_c,capaConvResi,11.72
HU,HU,rooftop,rooftop_c,capaConvResi,27.03
IE,IE,rooftop,rooftop_c,capaConvResi,0
IT,IT,rooftop,rooftop_c,capaConvResi,92.59
LT,LT,rooftop,rooftop_c,capaConvResi,1.35
LU,LU,rooftop,rooftop_c,capaConvResi,0
LV,LV,rooftop,rooftop_c,capaConvResi,1.18
NL,NL,rooftop,rooftop_c,capaConvResi,15.68
NO,NO,rooftop,rooftop_c,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_c,capaConvResi,0
PL,PL,rooftop,rooftop_c,capaConvResi,8.16
PT,PT,rooftop,rooftop_c,capaConvResi,14.39
RO,RO,rooftop,rooftop_c,capaConvResi,27.35
SE,SE,rooftop,rooftop_c,capaConvResi,4.72
SI,SI,rooftop,rooftop_c,capaConvResi,0.34
SK,SK,rooftop,rooftop_c,capaConvResi,9.89
TR,TR,rooftop,rooftop_c,capaConvResi,1.22
UK,UK,rooftop,rooftop_c,capaConvResi,0
AT,AT,openspace,openspace_a,capaConvResi,31.4
BE,BE,openspace,openspace_a,capaConvResi,64.79
BG,BG,openspace,openspace_a,capaConvResi,18.76
CH,CH,openspace,openspace_a,capaConvResi,60.58
CZ,CZ,openspace,openspace_a,capaConvResi,26.35
DK,DK,openspace,openspace_a,capaConvResi,5.82
EE,EE,openspace,openspace_a,capaConvResi,1.07
ES,ES,openspace,openspace_a,capaConvResi,144.21
FI,FI,openspace,openspace_a,capaConvResi,20.91
FR,FR,openspace,openspace_a,capaConvResi,154.98
GR,GR,openspace,openspace_a,capaConvResi,40.07
HR,HR,openspace,openspace_a,capaConvResi,17.44
HU,HU,openspace,openspace_a,capaConvResi,24.16
IE,IE,openspace,openspace_a,capaConvResi,48.4
IT,IT,openspace,openspace_a,capaConvResi,145.86
LT,LT,openspace,openspace_a,capaConvResi,3.34
LU,LU,openspace,openspace_a,capaConvResi,2.61
LV,LV,openspace,openspace_a,capaConvResi,3.55
NL,NL,openspace,openspace_a,capaConvResi,81.66
NO,NO,openspace,openspace_a,capaConvResi,14.26
NONEU_Balkan,NONEU_Balkan,openspace,openspace_a,capaConvResi,62.24
PL,PL,openspace,openspace_a,capaConvResi,73.22
PT,PT,openspace,openspace_a,capaConvResi,21.58
RO,RO,openspace,openspace_a,capaConvResi,55.47
SE,SE,openspace,openspace_a,capaConvResi,11.47
SI,SI,openspace,openspace_a,capaConvResi,5.08
SK,SK,openspace,openspace_a,capaConvResi,16.12
TR,TR,openspace,openspace_a,capaConvResi,89.07
UK,UK,openspace,openspace_a,capaConvResi,301.5
AT,AT,wind_onshore,onshore_a,capaConvResi,5.59
BE,BE,wind_onshore,onshore_a,capaConvResi,11.59
BG,BG,wind_onshore,onshore_a,capaConvResi,5.23
CH,CH,wind_onshore,onshore_a,capaConvResi,0
CZ,CZ,wind_onshore,onshore_a,capaConvResi,14.86
DK,DK,wind_onshore,onshore_a,capaConvResi,11.26
EE,EE,wind_onshore,onshore_a,capaConvResi,1.64
ES,ES,wind_onshore,onshore_a,capaConvResi,19.21
FI,FI,wind_onshore,onshore_a,capaConvResi,22.99
FR,FR,wind_onshore,onshore_a,capaConvResi,155.17
GR,GR,wind_onshore,onshore_a,capaConvResi,6.22
HR,HR,wind_onshore,onshore_a,capaConvResi,0
HU,HU,wind_onshore,onshore_a,capaConvResi,7.9
IE,IE,wind_onshore,onshore_a,capaConvResi,16.38
IT,IT,wind_onshore,onshore_a,capaConvResi,15.61
LT,LT,wind_onshore,onshore_a,capaConvResi,2.36
LU,LU,wind_onshore,onshore_a,capaConvResi,0.56
LV,LV,wind_onshore,onshore_a,capaConvResi,2.34
NL,NL,wind_onshore,onshore_a,capaConvResi,14.78
NO,NO,wind_onshore,onshore_a,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,wind_onshore,onshore_a,capaConvResi,0
PL,PL,wind_onshore,onshore_a,capaConvResi,42.48
PT,PT,wind_onshore,onshore_a,capaConvResi,3.52
RO,RO,wind_onshore,onshore_a,capaConvResi,11.24
SE,SE,wind_onshore,onshore_a,capaConvResi,24.98
SI,SI,wind_onshore,onshore_a,capaConvResi,1.84
SK,SK,wind_onshore,onshore_a,capaConvResi,0
TR,TR,wind_onshore,onshore_a,capaConvResi,43.07
UK,UK,wind_onshore,onshore_a,capaConvResi,65.33
AT,AT,battery,home,capaStOutResi,2.57
BE,BE,battery,home,capaStOutResi,18.32
BG,BG,battery,home,capaStOutResi,10.62
CH,CH,battery,home,capaStOutResi,3.53
CZ,CZ,battery,home,capaStOutResi,12.29
DK,DK,battery,home,capaStOutResi,1.3
EE,EE,battery,home,capaStOutResi,0.75
ES,ES,battery,home,capaStOutResi,125.59
FI,FI,battery,home,capaStOutResi,5.97
FR,FR,battery,home,capaStOutResi,97.58
GR,GR,battery,home,capaStOutResi,15.66
HR,HR,battery,home,capaStOutResi,7.82
HU,HU,battery,home,capaStOutResi,12.05
IE,IE,battery,home,capaStOutResi,4.38
IT,IT,battery,home,capaStOutResi,76.2
LT,LT,battery,home,capaStOutResi,0.5
LU,LU,battery,home,capaStOutResi,0.02
LV,LV,battery,home,capaStOutResi,0.83
NL,NL,battery,home,capaStOutResi,25.51
NO,NO,battery,home,capaStOutResi,0
NONEU_Balkan,NONEU_Balkan,battery,home,capaStOutResi,16.54
PL,PL,battery,home,capaStOutResi,33.13
PT,PT,battery,home,capaStOutResi,10.47
RO,RO,battery,home,capaStOutResi,24.09
SE,SE,battery,home,capaStOutResi,2.32
SI,SI,battery,home,capaStOutResi,1.25
SK,SK,battery,home,capaStOutResi,8.17
TR,TR,battery,home,capaStOutResi,67.63
UK,UK,battery,home,capaStOutResi,45.67
AT,AT,battery,home,capaStSizeResi,5.14
BE,BE,battery,home,capaStSizeResi,36.65
BG,BG,battery,home,capaStSizeResi,21.24
CH,CH,battery,home,capaStSizeResi,7.07
CZ,CZ,battery,home,capaStSizeResi,24.59
DK,DK,battery,home,capaStSizeResi,2.6
EE,EE,battery,home,capaStSizeResi,1.51
ES,ES,battery,home,capaStSizeResi,251.18
FI,FI,battery,home,capaStSizeResi,11.95
FR,FR,battery,home,capaStSizeResi,195.17
GR,GR,battery,home,capaStSizeResi,31.33
HR,HR,battery,home,capaStSizeResi,15.65
HU,HU,battery,home,capaStSizeResi,24.11
IE,IE,battery,home,capaStSizeResi,8.77
IT,IT,battery,home,capaStSizeResi,152.41
LT,LT,battery,home,capaStSizeResi,1
LU,LU,battery,home,capaStSizeResi,0.05
LV,LV,battery,home,capaStSizeResi,1.67
NL,NL,battery,home,capaStSizeResi,51.03
NO,NO,battery,home,capaStSizeResi,0
NONEU_Balkan,NONEU_Balkan,battery,home,capaStSizeResi,33.09
PL,PL,battery,home,capaStSizeResi,66.27
PT,PT,battery,home,capaStSizeResi,20.95
RO,RO,battery,home,capaStSizeResi,48.19
SE,SE,battery,home,capaStSizeResi,4.65
SI,SI,battery,home,capaStSizeResi,2.5
SK,SK,battery,home,capaStSizeResi,16.35
TR,TR,battery,home,capaStSizeResi,135.26
UK,UK,battery,home,capaStSizeResi,91.35
AT,AT,battery,home,capaStInResi,2.57
BE,BE,battery,home,capaStInResi,18.32
BG,BG,battery,home,capaStInResi,10.62
CH,CH,battery,home,capaStInResi,3.53
CZ,CZ,battery,home,capaStInResi,12.29
DK,DK,battery,home,capaStInResi,1.3
EE,EE,battery,home,capaStInResi,0.75
ES,ES,battery,home,capaStInResi,125.59
FI,FI,battery,home,capaStInResi,5.97
FR,FR,battery,home,capaStInResi,97.58
GR,GR,battery,home,capaStInResi,15.66
HR,HR,battery,home,capaStInResi,7.82
HU,HU,battery,home,capaStInResi,12.05
IE,IE,battery,home,capaStInResi,4.38
IT,IT,battery,home,capaStInResi,76.2
LT,LT,battery,home,capaStInResi,0.5
LU,LU,battery,home,capaStInResi,0.02
LV,LV,battery,home,capaStInResi,0.83
NL,NL,battery,home,capaStInResi,25.51
NO,NO,battery,home,capaStInResi,0
NONEU_Balkan,NONEU_Balkan,battery,home,capaStInResi,16.54
PL,PL,battery,home,capaStInResi,33.13
PT,PT,battery,home,capaStInResi,10.47
RO,RO,battery,home,capaStInResi,24.09
SE,SE,battery,home,capaStInResi,2.32
SI,SI,battery,home,capaStInResi,1.25
SK,SK,battery,home,capaStInResi,8.17
TR,TR,battery,home,capaStInResi,67.63
UK,UK,battery,home,capaStInResi,45.67
AT,AT,methanation,,capaConvResi,0.64
BE,BE,methanation,,capaConvResi,4.21
BG,BG,methanation,,capaConvResi,1.47
CH,CH,methanation,,capaConvResi,0.75
CZ,CZ,methanation,,capaConvResi,0.1
DK,DK,methanation,,capaConvResi,0.25
EE,EE,methanation,,capaConvResi,0.1
ES,ES,methanation,,capaConvResi,4.96
FI,FI,methanation,,capaConvResi,0.71
FR,FR,methanation,,capaConvResi,9.89
GR,GR,methanation,,capaConvResi,0.3
HR,HR,methanation,,capaConvResi,0.37
HU,HU,methanation,,capaConvResi,1.57
IE,IE,methanation,,capaConvResi,0.27
IT,IT,methanation,,capaConvResi,9.7
LT,LT,methanation,,capaConvResi,0.1
LU,LU,methanation,,capaConvResi,0.2
LV,LV,methanation,,capaConvResi,0.1
NL,NL,methanation,,capaConvResi,4.8
NO,NO,methanation,,capaConvResi,0.34
NONEU_Balkan,NONEU_Balkan,methanation,,capaConvResi,2.03
PL,PL,methanation,,capaConvResi,0.1
PT,PT,methanation,,capaConvResi,0.48
RO,RO,methanation,,capaConvResi,5.14
SE,SE,methanation,,capaConvResi,0.1
SI,SI,methanation,,capaConvResi,0.28
SK,SK,methanation,,capaConvResi,4.06
TR,TR,methanation,,capaConvResi,0.1
UK,UK,methanation,,capaConvResi,6.6
AT,AT,ocgtHydrogen,,capaConvResi,6.4
BE,BE,ocgtHydrogen,,capaConvResi,18.92
BG,BG,ocgtHydrogen,,capaConvResi,10.2
CH,CH,ocgtHydrogen,,capaConvResi,0
CZ,CZ,ocgtHydrogen,,capaConvResi,18.64
DK,DK,ocgtHydrogen,,capaConvResi,8.9
