region_1,region_2,technology_1,technology_2,parameter,value
CZ,CZ,pumpedHydro,,capaStSizeResi,5.25
ES,ES,pumpedHydro,,capaStSizeResi,96.0
FI,FI,pumpedHydro,,capaStSizeResi,16.0
FR,FR,pumpedHydro,,capaStSizeResi,162.0
GR,GR,pumpedHydro,,capaStSizeResi,20.04
HR,HR,pumpedHydro,,capaStSizeResi,11.5
IE,IE,pumpedHydro,,capaStSizeResi,2.21
IT,IT,pumpedHydro,,capaStSizeResi,197.47
LT,LT,pumpedHydro,,capaStSizeResi,5.62
LU,LU,pumpedHydro,,capaStSizeResi,6.55
LV,LV,pumpedHydro,,capaStSizeResi,8.09
NO,NO,pumpedHydro,,capaStSizeResi,3581.69
PL,PL,pumpedHydro,,capaStSizeResi,7.06
PT,PT,pumpedHydro,,capaStSizeResi,42.33
RO,RO,pumpedHydro,,capaStSizeResi,16.54
SE,SE,pumpedHydro,,capaStSizeResi,1618.4
SI,SI,pumpedHydro,,capaStSizeResi,3.0
SK,SK,pumpedHydro,,capaStSizeResi,11.46
TR,TR,pumpedHydro,,capaStSizeResi,133.12
UK,UK,pumpedHydro,,capaStSizeResi,7.76
AT,AT,pumpedHydro,,capaStInResi,5.65
BE,BE,pumpedHydro,,capaStInResi,1.14
BG,BG,pumpedHydro,,capaStInResi,0.93
CH,CH,pumpedHydro,,capaStInResi,4.1
CZ,CZ,pumpedHydro,,capaStInResi,1.0
ES,ES,pumpedHydro,,capaStInResi,8.27
FR,FR,pumpedHydro,,capaStInResi,5.5
GR,GR,pumpedHydro,,capaStInResi,1.28
HR,HR,pumpedHydro,,capaStInResi,0.3
IE,IE,pumpedHydro,,capaStInResi,0.44
IT,IT,pumpedHydro,,capaStInResi,5.73
LT,LT,pumpedHydro,,capaStInResi,0.95
LU,LU,pumpedHydro,,capaStInResi,1.02
NO,NO,pumpedHydro,,capaStInResi,1.11
PL,PL,pumpedHydro,,capaStInResi,1.48
PT,PT,pumpedHydro,,capaStInResi,4.11
SI,SI,pumpedHydro,,capaStInResi,0.61
SK,SK,pumpedHydro,,capaStInResi,1.48
AT,AT,ror,,capaConvResi,6.01
BE,BE,ror,,capaConvResi,0.09
BG,BG,ror,,capaConvResi,2.27
CH,CH,ror,,capaConvResi,3.85
CZ,CZ,ror,,capaConvResi,0.22
ES,ES,ror,,capaConvResi,13.63
FI,FI,ror,,capaConvResi,2.6
FR,FR,ror,,capaConvResi,10.33
GR,GR,ror,,capaConvResi,0.23
HR,HR,ror,,capaConvResi,1.84
HU,HU,ror,,capaConvResi,0.05
IE,IE,ror,,capaConvResi,0.14
IT,IT,ror,,capaConvResi,7.37
LT,LT,ror,,capaConvResi,0.13
LU,LU,ror,,capaConvResi,0.04
LV,LV,ror,,capaConvResi,1.54
NL,NL,ror,,capaConvResi,0.04
NO,NO,ror,,capaConvResi,6.3
NONEU_Balkan,NONEU_Balkan,ror,,capaConvResi,3.62
PL,PL,ror,,capaConvResi,0.85
PT,PT,ror,,capaConvResi,6.55
RO,RO,ror,,capaConvResi,6.25
SE,SE,ror,,capaConvResi,11.22
SI,SI,ror,,capaConvResi,1.02
SK,SK,ror,,capaConvResi,1.55
TR,TR,ror,,capaConvResi,6.8
UK,UK,ror,,capaConvResi,0.94
AT,AT,gasStorage,,capaStOutResi,4.46
BE,BE,gasStorage,,capaStOutResi,7.06
BG,BG,gasStorage,,capaStOutResi,6.12
CZ,CZ,gasStorage,,capaStOutResi,11.58
DK,DK,gasStorage,,capaStOutResi,7.06
ES,ES,gasStorage,,capaStOutResi,17.87
FR,FR,gasStorage,,capaStOutResi,93.77
GR,GR,gasStorage,,capaStOutResi,1.83
HR,HR,gasStorage,,capaStOutResi,2.23
HU,HU,gasStorage,,capaStOutResi,9.14
IT,IT,gasStorage,,capaStOutResi,34.24
LV,LV,gasStorage,,capaStOutResi,8.56
NL,NL,gasStorage,,capaStOutResi,28.11
PL,PL,gasStorage,,capaStOutResi,30.98
PT,PT,gasStorage,,capaStOutResi,3.56
RO,RO,gasStorage,,capaStOutResi,9.28
SE,SE,gasStorage,,capaStOutResi,0.47
SK,SK,gasStorage,,capaStOutResi,5.65
TR,TR,gasStorage,,capaStOutResi,37.99
UK,UK,gasStorage,,capaStOutResi,68.24
AT,AT,gasStorage,,capaStSizeResi,10894.76
BE,BE,gasStorage,,capaStSizeResi,9001.29
BG,BG,gasStorage,,capaStSizeResi,14611.95
CZ,CZ,gasStorage,,capaStSizeResi,20107.29
DK,DK,gasStorage,,capaStSizeResi,2293.36
ES,ES,gasStorage,,capaStSizeResi,26901.98
FR,FR,gasStorage,,capaStSizeResi,121421.22
GR,GR,gasStorage,,capaStSizeResi,3860.49
HR,HR,gasStorage,,capaStSizeResi,1977.07
HU,HU,gasStorage,,capaStSizeResi,21606.57
IT,IT,gasStorage,,capaStSizeResi,80143.32
LV,LV,gasStorage,,capaStSizeResi,8782.47
NL,NL,gasStorage,,capaStSizeResi,32321.78
PL,PL,gasStorage,,capaStSizeResi,35921.28
PT,PT,gasStorage,,capaStSizeResi,3569.99
RO,RO,gasStorage,,capaStSizeResi,22225.73
SE,SE,gasStorage,,capaStSizeResi,96.99
SK,SK,gasStorage,,capaStSizeResi,6460.72
TR,TR,gasStorage,,capaStSizeResi,95348.69
UK,UK,gasStorage,,capaStSizeResi,55108.62
AT,AT,gasStorage,,capaStInResi,4.69
BE,BE,gasStorage,,capaStInResi,3.67
BG,BG,gasStorage,,capaStInResi,4.88
CZ,CZ,gasStorage,,capaStInResi,5.56
DK,DK,gasStorage,,capaStInResi,4.19
ES,ES,gasStorage,,capaStInResi,10.52
FR,FR,gasStorage,,capaStInResi,53.45
GR,GR,gasStorage,,capaStInResi,2.29
HR,HR,gasStorage,,capaStInResi,2.51
HU,HU,gasStorage,,capaStInResi,8.91
IT,IT,gasStorage,,capaStInResi,28.67
LV,LV,gasStorage,,capaStInResi,5.16
NL,NL,gasStorage,,capaStInResi,27.14
PL,PL,gasStorage,,capaStInResi,21.16
PT,PT,gasStorage,,capaStInResi,1.34
RO,RO,gasStorage,,capaStInResi,10.99
SE,SE,gasStorage,,capaStInResi,0.17
SK,SK,gasStorage,,capaStInResi,1.87
TR,TR,gasStorage,,capaStInResi,28.49
UK,UK,gasStorage,,capaStInResi,41.46
AT,AT,electrolysis,,capaConvResi,10.52
BE,BE,electrolysis,,capaConvResi,0.0
BG,BG,electrolysis,,capaConvResi,10.34
CH,CH,electrolysis,,capaConvResi,3.67
CZ,CZ,electrolysis,,capaConvResi,13.05
DK,DK,electrolysis,,capaConvResi,30.92
EE,EE,electrolysis,,capaConvResi,1.07
ES,ES,electrolysis,,capaConvResi,57.72
FI,FI,electrolysis,,capaConvResi,1.3
FR,FR,electrolysis,,capaConvResi,98.69
GR,GR,electrolysis,,capaConvResi,5.74
HR,HR,electrolysis,,capaConvResi,8.34
HU,HU,electrolysis,,capaConvResi,14.06
IE,IE,electrolysis,,capaConvResi,6.29
IT,IT,electrolysis,,capaConvResi,63.15
LT,LT,electrolysis,,capaConvResi,2.48
LU,LU,electrolysis,,capaConvResi,0.0
LV,LV,electrolysis,,capaConvResi,4.06
NL,NL,electrolysis,,capaConvResi,0.0
NO,NO,electrolysis,,capaConvResi,27.35
NONEU_Balkan,NONEU_Balkan,electrolysis,,capaConvResi,21.59
PL,PL,electrolysis,,capaConvResi,46.62
PT,PT,electrolysis,,capaConvResi,4.09
RO,RO,electrolysis,,capaConvResi,28.52
SE,SE,electrolysis,,capaConvResi,7.63
SI,SI,electrolysis,,capaConvResi,0.03
SK,SK,electrolysis,,capaConvResi,1.2
TR,TR,electrolysis,,capaConvResi,91.34
UK,UK,electrolysis,,capaConvResi,62.87
AT,AT,wind_offshore,offshore_a,capaConvResi,0.0
BE,BE,wind_offshore,offshore_a,capaConvResi,3.03
BG,BG,wind_offshore,offshore_a,capaConvResi,3.86
CH,CH,wind_offshore,offshore_a,capaConvResi,0.0
CZ,CZ,wind_offshore,offshore_a,capaConvResi,0.0
DK,DK,wind_offshore,offshore_a,capaConvResi,49.66
EE,EE,wind_offshore,offshore_a,capaConvResi,3.54
ES,ES,wind_offshore,offshore_a,capaConvResi,18.33
FI,FI,wind_offshore,offshore_a,capaConvResi,17.74
FR,FR,wind_offshore,offshore_a,capaConvResi,44.56
GR,GR,wind_offshore,offshore_a,capaConvResi,9.19
HR,HR,wind_offshore,offshore_a,capaConvResi,15.69
HU,HU,wind_offshore,offshore_a,capaConvResi,0.0
IE,IE,wind_offshore,offshore_a,capaConvResi,16.77
IT,IT,wind_offshore,offshore_a,capaConvResi,25.89
LT,LT,wind_offshore,offshore_a,capaConvResi,3.06
LU,LU,wind_offshore,offshore_a,capaConvResi,0.0
LV,LV,wind_offshore,offshore_a,capaConvResi,5.19
NL,NL,wind_offshore,offshore_a,capaConvResi,19.03
NO,NO,wind_offshore,offshore_a,capaConvResi,40.73
NONEU_Balkan,NONEU_Balkan,wind_offshore,offshore_a,capaConvResi,1.83
PL,PL,wind_offshore,offshore_a,capaConvResi,13.56
PT,PT,wind_offshore,offshore_a,capaConvResi,5.56
RO,RO,wind_offshore,offshore_a,capaConvResi,8.09
SE,SE,wind_offshore,offshore_a,capaConvResi,46.77
SI,SI,wind_offshore,offshore_a,capaConvResi,0.1
SK,SK,wind_offshore,offshore_a,capaConvResi,0.0
TR,TR,wind_offshore,offshore_a,capaConvResi,10.0
UK,UK,wind_offshore,offshore_a,capaConvResi,32.99
AT,AT,wind_offshore,offshore_b,capaConvResi,0.0
BE,BE,wind_offshore,offshore_b,capaConvResi,0.0
BG,BG,wind_offshore,offshore_b,capaConvResi,0.0
CH,CH,wind_offshore,offshore_b,capaConvResi,0.0
CZ,CZ,wind_offshore,offshore_b,capaConvResi,0.0
DK,DK,wind_offshore,offshore_b,capaConvResi,0.0
EE,EE,wind_offshore,offshore_b,capaConvResi,0.0
ES,ES,wind_offshore,offshore_b,capaConvResi,0.0
FI,FI,wind_offshore,offshore_b,capaConvResi,0.0
FR,FR,wind_offshore,offshore_b,capaConvResi,0.0
GR,GR,wind_offshore,offshore_b,capaConvResi,0.0
HR,HR,wind_offshore,offshore_b,capaConvResi,0.0
HU,HU,wind_offshore,offshore_b,capaConvResi,0.0
IE,IE,wind_offshore,offshore_b,capaConvResi,0.0
IT,IT,wind_offshore,offshore_b,capaConvResi,0.0
LT,LT,wind_offshore,offshore_b,capaConvResi,0.0
LU,LU,wind_offshore,offshore_b,capaConvResi,0.0
LV,LV,wind_offshore,offshore_b,capaConvResi,0.0
NL,NL,wind_offshore,offshore_b,capaConvResi,0.0
NO,NO,wind_offshore,offshore_b,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,wind_offshore,offshore_b,capaConvResi,0.0
PL,PL,wind_offshore,offshore_b,capaConvResi,0.0
PT,PT,wind_offshore,offshore_b,capaConvResi,0.0
RO,RO,wind_offshore,offshore_b,capaConvResi,0.0
SE,SE,wind_offshore,offshore_b,capaConvResi,0.0
SI,SI,wind_offshore,offshore_b,capaConvResi,0.0
SK,SK,wind_offshore,offshore_b,capaConvResi,0.0
TR,TR,wind_offshore,offshore_b,capaConvResi,0.0
UK,UK,wind_offshore,offshore_b,capaConvResi,0.0
AT,AT,rooftop,rooftop_c,capaConvResi,8.6
BE,BE,rooftop,rooftop_c,capaConvResi,6.29
BG,BG,rooftop,rooftop_c,capaConvResi,11.66
CH,CH,rooftop,rooftop_c,capaConvResi,5.5
CZ,CZ,rooftop,rooftop_c,capaConvResi,11.26
DK,DK,rooftop,rooftop_c,capaConvResi,2.09
EE,EE,rooftop,rooftop_c,capaConvResi,0.0
ES,ES,rooftop,rooftop_c,capaConvResi,36.51
FI,FI,rooftop,rooftop_c,capaConvResi,0.0
FR,FR,rooftop,rooftop_c,capaConvResi,167.9
GR,GR,rooftop,rooftop_c,capaConvResi,0.0
HR,HR,rooftop,rooftop_c,capaConvResi,0.35
HU,HU,rooftop,rooftop_c,capaConvResi,13.03
IE,IE,rooftop,rooftop_c,capaConvResi,0.0
IT,IT,rooftop,rooftop_c,capaConvResi,9.31
LT,LT,rooftop,rooftop_c,capaConvResi,0.0
LU,LU,rooftop,rooftop_c,capaConvResi,0.39
LV,LV,rooftop,rooftop_c,capaConvResi,0.0
NL,NL,rooftop,rooftop_c,capaConvResi,9.36
NO,NO,rooftop,rooftop_c,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_c,capaConvResi,0.0
PL,PL,rooftop,rooftop_c,capaConvResi,21.14
PT,PT,rooftop,rooftop_c,capaConvResi,2.08
RO,RO,rooftop,rooftop_c,capaConvResi,0.0
SE,SE,rooftop,rooftop_c,capaConvResi,0.0
SI,SI,rooftop,rooftop_c,capaConvResi,1.59
SK,SK,rooftop,rooftop_c,capaConvResi,5.39
TR,TR,rooftop,rooftop_c,capaConvResi,0.0
UK,UK,rooftop,rooftop_c,capaConvResi,52.73
AT,AT,openspace,openspace_a,capaConvResi,15.04
BE,BE,openspace,openspace_a,capaConvResi,14.59
BG,BG,openspace,openspace_a,capaConvResi,8.44
CH,CH,openspace,openspace_a,capaConvResi,9.34
CZ,CZ,openspace,openspace_a,capaConvResi,18.99
DK,DK,openspace,openspace_a,capaConvResi,8.69
EE,EE,openspace,openspace_a,capaConvResi,1.29
ES,ES,openspace,openspace_a,capaConvResi,118.49
FI,FI,openspace,openspace_a,capaConvResi,12.99
FR,FR,openspace,openspace_a,capaConvResi,114.19
GR,GR,openspace,openspace_a,capaConvResi,38.99
HR,HR,openspace,openspace_a,capaConvResi,5.84
HU,HU,openspace,openspace_a,capaConvResi,11.64
IE,IE,openspace,openspace_a,capaConvResi,8.14
IT,IT,openspace,openspace_a,capaConvResi,74.09
LT,LT,openspace,openspace_a,capaConvResi,14.99
LU,LU,openspace,openspace_a,capaConvResi,1.04
LV,LV,openspace,openspace_a,capaConvResi,11.02
NL,NL,openspace,openspace_a,capaConvResi,18.04
NO,NO,openspace,openspace_a,capaConvResi,5.99
NONEU_Balkan,NONEU_Balkan,openspace,openspace_a,capaConvResi,43.79
PL,PL,openspace,openspace_a,capaConvResi,74.99
PT,PT,openspace,openspace_a,capaConvResi,12.54
RO,RO,openspace,openspace_a,capaConvResi,62.99
SE,SE,openspace,openspace_a,capaConvResi,21.44
SI,SI,openspace,openspace_a,capaConvResi,2.84
SK,SK,openspace,openspace_a,capaConvResi,8.79
TR,TR,openspace,openspace_a,capaConvResi,220.44
UK,UK,openspace,openspace_a,capaConvResi,76.49
AT,AT,wind_onshore,onshore_a,capaConvResi,30.49
BE,BE,wind_onshore,onshore_a,capaConvResi,11.79
BG,BG,wind_onshore,onshore_a,capaConvResi,4.07
CH,CH,wind_onshore,onshore_a,capaConvResi,0.0
CZ,CZ,wind_onshore,onshore_a,capaConvResi,37.39
DK,DK,wind_onshore,onshore_a,capaConvResi,5.33
EE,EE,wind_onshore,onshore_a,capaConvResi,0.0
ES,ES,wind_onshore,onshore_a,capaConvResi,78.28
FI,FI,wind_onshore,onshore_a,capaConvResi,17.3
FR,FR,wind_onshore,onshore_a,capaConvResi,205.45
GR,GR,wind_onshore,onshore_a,capaConvResi,12.88
HR,HR,wind_onshore,onshore_a,capaConvResi,0.0
HU,HU,wind_onshore,onshore_a,capaConvResi,29.16
IE,IE,wind_onshore,onshore_a,capaConvResi,2.05
IT,IT,wind_onshore,onshore_a,capaConvResi,32.36
LT,LT,wind_onshore,onshore_a,capaConvResi,0.0
LU,LU,wind_onshore,onshore_a,capaConvResi,1.09
LV,LV,wind_onshore,onshore_a,capaConvResi,0.0
NL,NL,wind_onshore,onshore_a,capaConvResi,15.69
NO,NO,wind_onshore,onshore_a,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,wind_onshore,onshore_a,capaConvResi,9.52
PL,PL,wind_onshore,onshore_a,capaConvResi,86.68
PT,PT,wind_onshore,onshore_a,capaConvResi,13.98
RO,RO,wind_onshore,onshore_a,capaConvResi,8.61
SE,SE,wind_onshore,onshore_a,capaConvResi,0.0
SI,SI,wind_onshore,onshore_a,capaConvResi,0.0
SK,SK,wind_onshore,onshore_a,capaConvResi,0.0
TR,TR,wind_onshore,onshore_a,capaConvResi,0.0
UK,UK,wind_onshore,onshore_a,capaConvResi,141.69
AT,AT,battery,home,capaStOutResi,1.15
BE,BE,battery,home,capaStOutResi,4.9
BG,BG,battery,home,capaStOutResi,5.38
CH,CH,battery,home,capaStOutResi,0.53
CZ,CZ,battery,home,capaStOutResi,7.52
DK,DK,battery,home,capaStOutResi,0.61
EE,EE,battery,home,capaStOutResi,0.0
ES,ES,battery,home,capaStOutResi,38.34
FI,FI,battery,home,capaStOutResi,4.14
FR,FR,battery,home,capaStOutResi,32.05
GR,GR,battery,home,capaStOutResi,9.1
HR,HR,battery,home,capaStOutResi,0.24
HU,HU,battery,home,capaStOutResi,5.25
IE,IE,battery,home,capaStOutResi,1.53
IT,IT,battery,home,capaStOutResi,20.39
LT,LT,battery,home,capaStOutResi,0.76
LU,LU,battery,home,capaStOutResi,0.0
LV,LV,battery,home,capaStOutResi,0.7
NL,NL,battery,home,capaStOutResi,5.46
NO,NO,battery,home,capaStOutResi,0.0
NONEU_Balkan,NONEU_Balkan,battery,home,capaStOutResi,11.91
PL,PL,battery,home,capaStOutResi,18.58
PT,PT,battery,home,capaStOutResi,0.68
RO,RO,battery,home,capaStOutResi,15.35
SE,SE,battery,home,capaStOutResi,7.38
SI,SI,battery,home,capaStOutResi,0.75
SK,SK,battery,home,capaStOutResi,3.96
TR,TR,battery,home,capaStOutResi,73.1
UK,UK,battery,home,capaStOutResi,21.93
AT,AT,battery,home,capaStSizeResi,2.31
BE,BE,battery,home,capaStSizeResi,9.81
BG,BG,battery,home,capaStSizeResi,10.77
CH,CH,battery,home,capaStSizeResi,1.07
CZ,CZ,battery,home,capaStSizeResi,15.05
DK,DK,battery,home,capaStSizeResi,1.22
EE,EE,battery,home,capaStSizeResi,0.0
ES,ES,battery,home,capaStSizeResi,76.69
FI,FI,battery,home,capaStSizeResi,8.28
FR,FR,battery,home,capaStSizeResi,64.11
GR,GR,battery,home,capaStSizeResi,18.2
HR,HR,battery,home,capaStSizeResi,0.48
HU,HU,battery,home,capaStSizeResi,10.51
IE,IE,battery,home,capaStSizeResi,3.06
IT,IT,battery,home,capaStSizeResi,40.78
LT,LT,battery,home,capaStSizeResi,1.53
LU,LU,battery,home,capaStSizeResi,0.0
LV,LV,battery,home,capaStSizeResi,1.4
NL,NL,battery,home,capaStSizeResi,10.92
NO,NO,battery,home,capaStSizeResi,0.0
NONEU_Balkan,NONEU_Balkan,battery,home,capaStSizeResi,23.82
PL,PL,battery,home,capaStSizeResi,37.16
PT,PT,battery,home,capaStSizeResi,1.36
RO,RO,battery,home,capaStSizeResi,30.71
SE,SE,battery,home,capaStSizeResi,14.76
SI,SI,battery,home,capaStSizeResi,1.5
SK,SK,battery,home,capaStSizeResi,7.93
TR,TR,battery,home,capaStSizeResi,146.21
UK,UK,battery,home,capaStSizeResi,43.87
AT,AT,battery,home,capaStInResi,1.15
BE,BE,battery,home,capaStInResi,4.9
BG,BG,battery,home,capaStInResi,5.38
CH,CH,battery,home,capaStInResi,0.53
CZ,CZ,battery,home,capaStInResi,7.52
DK,DK,battery,home,capaStInResi,0.61
EE,EE,battery,home,capaStInResi,0.0
ES,ES,battery,home,capaStInResi,38.34
FI,FI,battery,home,capaStInResi,4.14
FR,FR,battery,home,capaStInResi,32.05
GR,GR,battery,home,capaStInResi,9.1
HR,HR,battery,home,capaStInResi,0.24
HU,HU,battery,home,capaStInResi,5.25
IE,IE,battery,home,capaStInResi,1.53
IT,IT,battery,home,capaStInResi,20.39
LT,LT,battery,home,capaStInResi,0.76
LU,LU,battery,home,capaStInResi,0.0
LV,LV,battery,home,capaStInResi,0.7
NL,NL,battery,home,capaStInResi,5.46
NO,NO,battery,home,capaStInResi,0.0
NONEU_Balkan,NONEU_Balkan,battery,home,capaStInResi,11.91
PL,PL,battery,home,capaStInResi,18.58
PT,PT,battery,home,capaStInResi,0.68
RO,RO,battery,home,capaStInResi,15.35
SE,SE,battery,home,capaStInResi,7.38
SI,SI,battery,home,capaStInResi,0.75
SK,SK,battery,home,capaStInResi,3.96
TR,TR,battery,home,capaStInResi,73.1
UK,UK,battery,home,capaStInResi,21.93
AT,AT,methanation,,capaConvResi,0.0
BE,BE,methanation,,capaConvResi,0.0
BG,BG,methanation,,capaConvResi,0.0
CH,CH,methanation,,capaConvResi,0.0
CZ,CZ,methanation,,capaConvResi,0.0
DK,DK,methanation,,capaConvResi,0.0
EE,EE,methanation,,capaConvResi,0.02
ES,ES,methanation,,capaConvResi,4.86
FI,FI,methanation,,capaConvResi,0.61
FR,FR,methanation,,capaConvResi,0.0
GR,GR,methanation,,capaConvResi,0.14
HR,HR,methanation,,capaConvResi,0.0
HU,HU,methanation,,capaConvResi,0.0
IE,IE,methanation,,capaConvResi,0.17
IT,IT,methanation,,capaConvResi,0.0
LT,LT,methanation,,capaConvResi,0.03
LU,LU,methanation,,capaConvResi,0.0
LV,LV,methanation,,capaConvResi,0.05
NL,NL,methanation,,capaConvResi,0.0
NO,NO,methanation,,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,methanation,,capaConvResi,1.25
PL,PL,methanation,,capaConvResi,0.0
PT,PT,methanation,,capaConvResi,0.38
RO,RO,methanation,,capaConvResi,0.0
SE,SE,methanation,,capaConvResi,0.61
